日期,开盘价,最高价,最低价,收盘价,成交量
19960314,562.98,564.73,561.5,562.3,592667.0
19960315,561.44,563.5,557.54,562.39,597795.0
19960318,561.81,568.02,561.09,567.87,980704.0
19960319,568.14,571.13,565.34,566.55,763322.0
19960320,566.28,570.48,566.24,569.67,803071.0
19960321,570.22,574.01,569.31,569.76,1118479.0
19960322,569.51,571.33,566.52,570.18,884935.0
19960325,570.77,572.75,569.37,570.24,962361.0
19960326,570.25,570.74,562.97,563.52,890455.0
19960327,562.73,562.98,557.32,562.35,684522.0
19960328,562.31,562.44,553.89,554.04,1060697.0
19960329,553.79,557.33,549.72,556.39,1085856.0
19960401,566.21,573.95,561.95,566.19,1371654.0
19960402,564.94,564.99,556.91,557.21,676068.0
19960403,557.56,562.28,556.23,560.98,484239.0
19960404,561.19,564.47,559.82,563.19,536910.0
19960405,563.67,584.18,563.67,582.53,1157159.0
19960408,583.63,587.6,578.32,581.38,1899630.0
19960409,580.63,580.94,576.61,578.07,859305.0
19960410,578.37,582.3,577.73,579.82,1004596.0
19960411,579.51,583.38,576.99,583.38,998554.0
19960412,584.39,593.73,584.39,586.96,1548458.0
19960415,585.95,587.92,583.32,584.67,827849.0
19960416,584.27,591.42,584.22,590.85,1350672.0
19960417,594.15,597.77,591.89,593.38,1740492.0
19960418,592.81,600.28,589.8,600.28,1656789.0
19960419,602.15,618.27,602.15,618.12,4123339.0
19960422,624.93,627.65,613.94,613.97,5312174.0
19960423,611.37,623.77,609.89,623.77,2881555.0
19960424,633.8,664.65,633.8,664.65,7184553.0
19960425,674.47,686.38,650.82,652.67,6689213.0
19960426,660.14,714.56,660.14,707.61,10071376.0
19960429,722.57,739.29,710.0,738.62,8780222.0
19960430,728.39,738.5,679.45,681.16,7235604.0
19960502,715.97,721.66,652.76,654.43,5179001.0
19960503,654.43,660.27,645.01,650.04,2960827.0
19960506,648.23,672.85,648.23,671.28,5766489.0
19960507,677.44,682.62,660.02,661.16,4933715.0
19960508,659.7,666.86,653.12,661.27,3119170.0
19960509,659.4,669.8,654.82,656.9,2672481.0
19960510,656.33,661.47,648.0,661.47,2225074.0
19960513,665.49,672.76,663.68,666.1,3831605.0
19960514,668.58,672.44,663.34,665.41,2811699.0
19960515,665.75,682.05,664.99,682.05,2782651.0
19960516,687.51,698.37,682.27,683.07,5889047.0
19960517,685.21,712.05,682.41,711.93,4320810.0
19960520,719.19,725.16,699.37,703.08,6628098.0
19960521,701.96,707.06,660.93,661.85,4715549.0
19960522,658.15,672.61,657.43,668.62,3663837.0
19960523,668.7,670.25,641.57,642.67,3292401.0
19960524,638.76,644.92,630.42,639.8,2519110.0
19960527,639.51,642.11,635.02,637.96,1207223.0
19960528,638.57,647.06,638.18,646.91,1934188.0
19960529,648.55,652.28,646.84,650.56,1417899.0
19960530,650.61,650.9,634.02,636.36,1681183.0
19960531,633.92,653.22,632.22,643.65,2416099.0
19960603,643.96,652.52,636.46,641.09,3233044.0
19960604,642.06,656.59,642.0,651.51,3183675.0
19960605,654.78,696.97,654.04,696.97,5991263.0
19960606,703.03,715.58,691.49,702.64,7776633.0
19960607,720.44,739.44,716.54,727.34,10691870.0
19960610,740.11,764.63,736.99,764.39,10640451.0
19960611,765.33,765.35,742.4,752.26,7705698.0
19960612,761.39,774.01,751.34,755.77,8058351.0
19960613,758.22,769.3,745.53,768.68,6929639.0
19960614,781.98,790.32,772.39,777.28,10172193.0
19960617,779.71,780.35,750.04,752.0,6021042.0
19960618,749.3,793.6,748.56,793.56,5398729.0
19960619,801.1,814.2,787.37,796.91,7345856.0
19960620,788.92,802.61,783.47,793.59,3975064.0
19960621,797.9,806.1,793.42,796.11,3773213.0
19960624,797.87,799.03,789.09,793.34,3391442.0
19960625,764.66,788.69,762.13,780.65,3668148.0
19960626,782.15,802.04,782.15,801.46,3894474.0
19960627,811.51,819.84,801.74,806.46,5731744.0
19960628,809.6,811.88,798.04,804.25,4364062.0
19960701,800.91,801.05,755.32,761.12,6027652.0
19960702,758.47,766.07,753.64,759.71,3613407.0
19960703,767.11,786.16,766.43,786.13,5436389.0
19960704,790.28,794.85,774.07,785.43,6181885.0
19960705,788.1,797.15,783.86,785.38,7135117.0
19960708,794.13,807.89,790.09,807.34,7274347.0
19960709,815.02,822.51,807.43,817.61,7673064.0
19960710,821.1,825.39,809.35,820.05,6574262.0
19960711,822.18,822.39,790.57,792.07,5395230.0
19960712,784.26,796.41,778.87,796.41,3801905.0
19960715,794.88,796.25,780.15,789.16,3665840.0
19960716,796.76,823.77,793.69,823.08,5681102.0
19960717,830.65,841.41,808.5,808.99,7192647.0
19960718,808.09,819.56,808.09,818.04,3814635.0
19960719,824.01,857.08,820.66,856.93,8602257.0
19960722,871.48,887.07,870.22,884.94,10828270.0
19960723,888.92,889.41,864.51,871.49,6847447.0
19960724,874.97,894.73,874.97,887.6,7767470.0
19960725,887.25,894.21,867.09,868.16,8224690.0
19960726,868.28,872.27,840.21,845.12,6530364.0
19960729,846.19,855.5,837.2,855.42,4168558.0
19960730,861.72,865.5,834.87,836.93,4093727.0
19960731,836.67,841.72,820.85,822.48,3568602.0
19960801,823.17,843.01,814.89,835.11,3713304.0
19960802,842.4,850.59,828.66,838.88,3918272.0
19960805,846.03,853.2,838.6,853.19,3252658.0
19960806,854.78,862.43,848.36,862.22,3764331.0
19960807,865.49,873.03,862.61,867.27,5114482.0
19960808,871.03,877.92,869.55,876.0,4467449.0
19960809,875.19,880.31,857.74,871.6,5434288.0
19960812,880.13,894.86,880.13,886.05,5292406.0
19960813,885.89,887.35,872.4,874.81,3380463.0
19960814,875.79,879.09,868.74,871.65,3066998.0
19960815,872.83,878.57,864.77,865.83,3703103.0
19960816,862.68,862.88,838.42,853.87,3927559.0
19960819,852.34,852.35,834.85,835.21,2532430.0
19960820,834.73,837.58,820.77,822.44,2715780.0
19960821,825.69,842.68,825.61,833.61,3533549.0
19960822,838.2,842.46,816.05,818.2,3002311.0
19960823,824.89,824.89,786.44,803.69,3508527.0
19960826,789.15,800.53,770.85,773.07,2941322.0
19960827,769.79,787.48,766.7,787.47,2596491.0
19960828,790.72,806.36,789.06,796.84,3499275.0
19960829,797.31,797.98,783.96,788.73,3142907.0
19960830,791.39,809.97,791.39,809.94,4664219.0
19960902,812.94,813.57,803.13,804.78,3629176.0
19960903,805.53,818.88,799.01,800.22,3634716.0
19960904,797.9,813.46,795.07,812.02,3717969.0
19960905,817.37,838.67,812.93,814.38,7055527.0
19960906,813.59,818.36,796.17,801.23,3614965.0
19960909,798.6,799.98,791.63,793.59,3603709.0
19960910,793.22,793.22,763.15,764.45,3579191.0
19960911,762.81,773.6,754.59,769.25,2902595.0
19960912,780.32,784.18,754.11,757.09,4951125.0
19960913,756.39,779.07,752.68,779.07,3294425.0
19960916,779.85,784.48,771.8,778.29,3105759.0
19960917,777.73,785.11,774.15,776.48,2825712.0
19960918,781.34,782.73,757.94,760.76,2960647.0
19960919,756.11,769.13,754.28,769.1,2047827.0
19960920,772.29,805.54,770.04,805.54,3632568.0
19960923,812.94,852.04,812.31,851.99,8750209.0
19960924,857.42,865.49,845.39,849.92,7619116.0
19960925,855.35,858.6,830.25,835.18,5269653.0
19960926,837.68,857.44,837.68,854.66,5528706.0
19960927,861.62,875.53,855.75,875.53,6779711.0
19961003,887.85,891.71,864.67,865.49,5855275.0
19961004,864.19,869.65,855.79,863.46,3849198.0
19961007,866.07,869.87,852.83,864.66,4401367.0
19961008,869.08,882.09,865.42,877.61,5362932.0
19961009,882.19,883.62,865.57,874.01,5107229.0
19961010,878.05,904.14,877.34,904.1,9745683.0
19961011,909.06,912.01,898.72,909.89,11252541.0
19961014,919.7,943.55,919.7,940.79,12502362.0
19961015,943.81,944.94,925.66,937.29,8655867.0
19961016,944.35,953.4,921.15,933.88,8499455.0
19961017,931.11,952.45,928.08,952.32,8331417.0
19961018,960.55,968.22,937.77,939.93,9963990.0
19961021,943.03,964.44,943.03,964.39,7409762.0
19961022,952.93,978.98,943.03,976.47,10114057.0
19961023,989.32,1011.13,986.72,1010.83,14262611.0
19961024,1017.46,1020.97,1004.37,1007.91,11165096.0
19961025,1006.3,1016.91,994.82,1012.67,11273987.0
19961028,1001.23,1026.84,1000.07,1022.86,10295494.0
19961029,1032.61,1038.81,1013.49,1017.52,11142888.0
19961030,1017.06,1022.02,955.23,958.94,8913422.0
19961031,972.17,983.23,949.59,976.71,7183930.0
19961101,935.17,962.11,906.96,930.79,7974747.0
19961104,931.0,947.88,929.73,945.12,5628502.0
19961105,947.44,950.36,922.67,928.03,5038555.0
19961106,925.76,928.47,896.88,915.05,3971998.0
19961107,919.95,931.6,915.62,928.14,3494761.0
19961108,927.24,927.39,911.92,919.67,3054420.0
19961111,923.37,933.97,922.2,933.97,3631432.0
19961112,937.7,949.25,928.98,943.0,4937158.0
19961113,945.98,951.09,932.93,940.52,4520260.0
19961114,944.46,957.61,943.61,953.19,5539152.0
19961115,951.51,958.62,943.8,950.83,5509858.0
19961118,952.73,1004.95,948.82,1004.69,8278962.0
19961119,1019.62,1047.39,1008.23,1015.96,12890007.0
19961120,1010.81,1018.89,992.27,1014.93,8541935.0
19961121,1018.05,1025.58,937.84,940.77,8714657.0
19961122,928.52,952.03,919.61,951.83,6362317.0
19961125,948.59,976.55,938.81,976.55,6440178.0
19961126,981.47,985.13,957.81,967.59,6201207.0
19961127,966.94,987.18,960.46,980.38,5476057.0
19961128,983.01,1002.54,978.51,992.64,7510755.0
19961129,997.85,1037.16,997.84,1032.95,13130487.0
19961202,1056.68,1134.9,1056.68,1134.52,20411528.0
19961203,1157.13,1177.68,1118.83,1122.99,21485676.0
19961204,1117.03,1170.6,1115.27,1169.92,14828442.0
19961205,1199.38,1215.25,1180.21,1212.08,19687106.0
19961206,1207.3,1220.31,1194.77,1212.89,14430518.0
19961209,1227.48,1250.56,1227.48,1247.66,15603201.0
19961210,1244.11,1244.11,1202.28,1230.25,12963366.0
19961211,1225.39,1258.69,1220.41,1244.9,12680276.0
19961212,1248.14,1254.3,1167.98,1177.14,11204061.0
19961213,1164.34,1175.44,1108.29,1110.04,9742486.0
19961216,1005.01,1005.12,999.63,1000.02,1433003.0
19961217,907.65,943.37,903.85,905.58,6014684.0
19961218,872.36,975.96,869.02,972.73,10124334.0
19961219,971.15,983.24,893.47,902.42,8908300.0
19961220,881.09,898.92,864.26,885.24,6198930.0
19961223,900.32,911.59,890.84,902.01,4437240.0
19961224,907.63,911.12,864.15,865.58,3665224.0
19961225,870.44,897.45,855.85,895.18,4159185.0
19961226,904.02,924.33,890.41,924.24,5522191.0
19961227,925.8,927.1,903.82,922.35,5509004.0
19961230,929.72,938.55,923.95,934.21,5717506.0
19961231,935.91,935.97,912.97,917.02,4721433.0
19970102,914.06,920.19,909.46,919.44,2653037.0
19970103,921.1,922.39,896.99,899.61,3429165.0
19970106,890.98,892.02,875.89,876.5,2416088.0
19970107,872.81,903.0,871.78,898.17,2518248.0
19970108,899.83,902.53,887.23,896.41,2313690.0
19970109,897.99,914.33,897.94,906.98,2526501.0
19970110,908.56,918.51,906.55,918.4,3337217.0
19970113,923.55,931.44,922.74,929.52,3881413.0
19970114,929.55,929.59,903.62,907.85,3043939.0
19970115,905.48,919.42,905.06,916.72,1937957.0
19970116,917.48,922.1,908.26,915.01,1940147.0
19970117,916.11,921.14,912.66,919.85,2236668.0
19970120,922.47,933.36,922.06,933.28,2749331.0
19970121,937.04,939.02,926.09,929.11,3393618.0
19970122,929.36,942.73,929.01,942.44,3342414.0
19970123,945.59,947.55,940.5,945.8,3969012.0
19970124,945.53,954.3,934.64,953.92,3737870.0
19970127,957.25,959.87,952.4,959.06,4799149.0
19970128,957.88,957.88,947.91,956.31,3286744.0
19970129,955.96,964.02,955.1,962.1,4130859.0
19970130,960.49,962.97,955.47,960.17,3523831.0
19970131,960.26,967.9,960.08,964.74,4088016.0
19970217,969.53,985.21,959.75,982.4,3616966.0
19970218,980.48,999.23,893.75,894.85,7273849.0
19970219,911.58,962.69,911.58,962.69,5407282.0
19970220,870.18,971.51,870.18,965.08,9530846.0
19970221,967.68,1017.32,967.49,1017.13,13808384.0
19970224,1028.35,1032.7,1004.62,1009.56,11122758.0
19970225,1009.05,1028.34,1009.03,1017.96,7125747.0
19970226,1019.86,1031.51,1015.39,1031.51,6167621.0
19970227,1035.32,1038.49,1020.34,1025.3,6600775.0
19970228,1023.37,1040.33,1010.27,1040.27,6698066.0
19970303,1044.61,1063.05,1043.93,1063.05,9005945.0
19970304,1063.29,1070.22,1048.44,1068.16,9139791.0
19970305,1067.58,1072.46,1051.52,1052.15,7887031.0
19970306,1045.89,1079.13,1044.24,1079.13,8700560.0
19970307,1083.01,1086.64,1070.86,1077.72,8140573.0
19970310,1085.91,1100.51,1085.89,1099.68,8631868.0
19970311,1103.43,1109.95,1092.72,1109.73,8332303.0
19970312,1112.71,1126.42,1109.47,1126.16,9627853.0
19970313,1128.71,1131.74,1108.89,1117.28,9139949.0
19970314,1114.74,1125.82,1092.7,1125.8,8188594.0
19970317,1138.28,1159.54,1138.28,1158.48,11284870.0
19970318,1164.96,1177.02,1148.08,1162.63,10507794.0
19970319,1167.04,1170.4,1156.19,1161.27,8071929.0
19970320,1162.26,1168.49,1119.67,1120.72,7576374.0
19970321,1116.72,1167.21,1116.59,1167.17,7383739.0
19970324,1186.95,1196.64,1181.33,1191.73,10888618.0
19970325,1198.16,1201.62,1180.88,1197.84,9006469.0
19970326,1204.21,1215.47,1201.17,1215.31,8872766.0
19970327,1220.55,1228.24,1202.77,1214.26,9687737.0
19970328,1213.81,1219.04,1199.53,1202.67,7532681.0
19970331,1210.02,1234.96,1210.0,1234.62,8505750.0
19970401,1243.87,1246.31,1234.25,1241.03,8367888.0
19970402,1246.41,1249.57,1232.31,1233.85,7583241.0
19970403,1233.82,1246.18,1222.56,1246.03,6891523.0
19970404,1258.07,1269.74,1251.6,1260.96,10161852.0
19970407,1259.59,1276.57,1252.75,1276.41,10098885.0
19970408,1277.06,1278.3,1246.72,1247.26,8053775.0
19970409,1251.57,1286.91,1251.56,1286.85,9604504.0
19970410,1293.26,1299.74,1279.49,1281.89,10861329.0
19970411,1279.34,1283.56,1251.01,1278.53,9223723.0
19970414,1293.98,1325.67,1293.98,1316.92,14119474.0
19970415,1318.57,1326.38,1298.18,1324.96,10320303.0
19970416,1334.31,1338.42,1318.16,1327.78,9697085.0
19970417,1323.42,1331.18,1319.76,1323.37,7803004.0
19970418,1325.23,1338.85,1305.96,1338.03,8801098.0
19970421,1355.56,1365.22,1350.8,1362.08,12377891.0
19970422,1362.98,1368.88,1354.45,1365.5,10857722.0
19970423,1370.05,1380.36,1368.65,1378.84,10522662.0
19970424,1370.17,1386.52,1356.52,1380.28,10035406.0
19970425,1382.93,1386.27,1363.98,1364.98,10444571.0
19970428,1372.26,1381.56,1346.26,1352.0,9226121.0
19970429,1354.0,1376.82,1335.76,1376.77,8349533.0
19970430,1385.3,1396.48,1376.46,1393.75,8331599.0
19970505,1398.14,1448.99,1398.05,1448.93,10288347.0
19970506,1462.03,1483.5,1459.68,1482.99,11585373.0
19970507,1495.22,1499.62,1464.86,1495.46,11442789.0
19970508,1496.98,1504.26,1401.59,1405.18,11449654.0
19970509,1412.9,1469.08,1394.42,1467.23,9601984.0
19970512,1490.78,1510.18,1486.45,1500.4,13162879.0
19970513,1501.25,1501.25,1436.21,1464.28,10808461.0
19970514,1447.61,1447.67,1378.03,1379.22,8075459.0
19970515,1371.19,1425.3,1360.23,1417.67,6742493.0
19970516,1309.6,1394.21,1287.07,1315.92,9768284.0
19970519,1330.79,1350.58,1316.13,1344.61,5613684.0
19970520,1351.66,1386.37,1351.23,1381.12,5354499.0
19970521,1386.85,1389.6,1340.29,1354.88,5652777.0
19970522,1248.97,1300.98,1232.2,1235.22,6673195.0
19970523,1238.69,1263.52,1225.8,1254.27,5390990.0
19970526,1268.59,1275.3,1213.24,1251.55,5863918.0
19970527,1258.38,1281.75,1253.25,1281.74,5377609.0
19970528,1283.0,1288.74,1265.57,1270.35,4808782.0
19970529,1267.52,1282.85,1262.57,1263.35,4661898.0
19970530,1261.29,1285.39,1254.62,1285.18,3937747.0
19970602,1302.82,1336.42,1302.16,1336.28,6344059.0
19970603,1341.68,1344.64,1313.46,1338.76,7059196.0
19970604,1345.38,1363.71,1344.59,1361.19,7167138.0
19970605,1362.19,1369.51,1346.97,1360.23,6025594.0
19970606,1271.31,1314.73,1254.27,1275.3,9218915.0
19970609,1275.25,1282.75,1255.67,1274.92,3482366.0
19970610,1278.99,1285.04,1239.86,1241.74,2750901.0
19970611,1239.5,1244.01,1175.71,1220.4,3670099.0
19970612,1224.47,1229.64,1211.8,1212.77,2912346.0
19970613,1154.98,1244.24,1154.97,1243.98,4544997.0
19970616,1255.77,1269.63,1255.77,1261.47,4840552.0
19970617,1260.41,1263.9,1245.34,1245.93,3604596.0
19970618,1252.02,1254.9,1230.3,1232.68,3284719.0
19970619,1233.68,1250.64,1227.25,1230.74,3087207.0
19970620,1244.0,1292.32,1244.0,1291.2,4840670.0
19970623,1313.24,1322.98,1265.18,1283.5,6216438.0
19970624,1287.19,1304.05,1283.72,1303.93,4145512.0
19970625,1309.34,1311.2,1293.35,1297.59,4441957.0
19970626,1295.11,1295.15,1280.85,1284.46,4106079.0
19970627,1287.92,1291.98,1246.93,1250.27,5632511.0
19970702,1255.91,1261.57,1147.33,1199.06,3923861.0
19970703,1194.68,1194.68,1149.94,1150.62,3737271.0
19970704,1138.92,1163.25,1124.78,1159.34,4445420.0
19970707,1161.71,1163.45,1085.57,1096.82,3526133.0
19970708,1092.8,1115.43,1066.04,1109.67,3675202.0
19970709,1113.64,1122.67,1104.09,1120.84,3214466.0
19970710,1121.26,1137.87,1115.21,1120.15,3354190.0
19970711,1116.42,1155.06,1114.4,1154.79,3965974.0
19970714,1163.29,1185.78,1158.45,1185.72,5573165.0
19970715,1189.47,1201.21,1180.19,1200.11,5727596.0
19970716,1201.6,1204.86,1184.45,1190.83,5273630.0
19970717,1188.27,1203.5,1180.93,1197.23,4578718.0
19970718,1199.4,1210.44,1191.29,1209.86,4765964.0
19970721,1215.84,1218.48,1188.88,1193.53,4940280.0
19970722,1189.12,1208.26,1163.47,1208.25,4552630.0
19970723,1219.06,1223.82,1194.7,1198.86,4808424.0
19970724,1194.71,1200.31,1172.37,1174.22,3325957.0
19970725,1166.57,1177.65,1158.14,1170.86,3112253.0
19970728,1167.81,1167.88,1138.48,1141.78,3059538.0
19970729,1137.32,1161.2,1133.18,1153.23,3033113.0
19970730,1157.09,1179.48,1157.0,1179.42,3652351.0
19970731,1184.94,1192.2,1179.72,1189.76,3763266.0
19970801,1191.65,1194.03,1182.22,1192.83,3286478.0
19970804,1196.25,1201.92,1188.68,1200.33,4326691.0
19970805,1203.36,1207.23,1193.7,1196.27,3597457.0
19970806,1196.04,1197.45,1170.27,1171.94,2972321.0
19970807,1167.93,1199.24,1161.63,1199.24,3448699.0
19970808,1205.95,1216.56,1201.36,1206.05,7033741.0
19970811,1206.46,1206.76,1182.45,1184.08,5036508.0
19970812,1177.26,1183.44,1145.75,1146.81,3936901.0
19970813,1139.25,1153.5,1118.2,1120.13,3460815.0
19970814,1120.47,1168.34,1120.25,1168.11,3952971.0
19970815,1174.18,1174.88,1133.89,1143.06,4767614.0
19970818,1139.61,1139.61,1116.15,1134.63,3357464.0
19970819,1134.62,1143.2,1128.11,1132.91,2571981.0
19970820,1135.05,1144.65,1133.74,1144.64,2507383.0
19970821,1148.39,1165.22,1147.82,1164.55,4007224.0
19970822,1159.39,1174.49,1156.83,1171.83,4337399.0
19970825,1175.45,1184.33,1175.38,1184.1,4539603.0
19970826,1186.07,1194.13,1181.24,1194.04,5549792.0
19970827,1195.43,1199.47,1188.33,1198.51,5433721.0
19970828,1201.06,1216.08,1194.68,1213.89,6942658.0
19970829,1214.31,1223.07,1209.48,1221.06,7318643.0
19970901,1224.18,1230.07,1219.1,1229.87,6798216.0
19970902,1228.48,1232.69,1215.92,1226.3,5896206.0
19970903,1223.62,1243.33,1223.46,1240.82,5758038.0
19970904,1245.78,1253.15,1245.64,1251.3,5447049.0
19970905,1250.6,1253.35,1241.22,1251.55,4722780.0
19970908,1253.15,1257.55,1245.74,1255.23,5484254.0
19970909,1255.18,1257.93,1230.44,1231.03,4544453.0
19970910,1230.43,1256.04,1227.64,1256.04,5390723.0
19970911,1260.52,1264.49,1236.11,1242.71,7133641.0
19970912,1240.5,1247.91,1207.83,1208.7,4310666.0
19970915,1205.9,1211.68,1175.95,1179.29,3578373.0
19970916,1182.76,1193.85,1181.17,1187.22,2651954.0
19970917,1188.89,1191.3,1162.24,1167.56,2425953.0
19970918,1169.67,1181.75,1164.65,1172.37,2300956.0
19970919,1174.77,1185.09,1168.87,1184.52,2018437.0
19970922,1184.49,1185.1,1102.62,1103.97,3062643.0
19970923,1096.19,1105.28,1025.13,1041.97,4299589.0
19970924,1064.66,1110.11,1064.66,1110.01,4964027.0
19970925,1118.37,1130.13,1106.25,1117.01,4336333.0
19970926,1118.69,1118.94,1094.42,1109.63,2741706.0
19970929,1106.34,1106.34,1079.34,1084.07,2436154.0
19970930,1083.41,1100.39,1083.23,1097.38,2045300.0
19971006,1100.7,1105.41,1091.15,1098.9,1565933.0
19971007,1098.29,1102.71,1087.02,1102.57,1762384.0
19971008,1122.97,1140.94,1116.71,1134.87,2933823.0
19971009,1134.59,1138.66,1120.09,1122.47,2025031.0
19971010,1121.34,1131.57,1120.51,1130.79,1951931.0
19971013,1136.43,1138.4,1117.39,1119.82,1899293.0
19971014,1116.3,1118.02,1105.7,1117.93,1538060.0
19971015,1119.11,1129.65,1116.43,1125.78,2145228.0
19971016,1131.4,1151.39,1131.39,1150.31,3386234.0
19971017,1155.42,1180.22,1153.9,1176.49,4599942.0
19971020,1183.74,1191.04,1173.56,1187.37,4608956.0
19971021,1190.5,1192.34,1179.57,1191.87,4232146.0
19971022,1193.7,1203.02,1168.45,1177.52,6082871.0
19971023,1178.98,1186.07,1170.23,1173.36,4154787.0
19971024,1172.88,1179.81,1164.06,1178.31,3775922.0
19971027,1183.65,1235.95,1183.65,1235.83,6563903.0
19971028,1239.59,1241.83,1172.89,1177.92,5248239.0
19971029,1168.23,1188.8,1162.98,1184.09,3591003.0
19971030,1189.27,1207.97,1173.65,1174.85,4817378.0
19971031,1164.91,1181.51,1158.74,1180.39,3050338.0
19971103,1181.16,1185.07,1176.55,1180.85,2562182.0
19971104,1180.87,1190.47,1180.87,1184.7,2362328.0
19971105,1186.1,1194.67,1179.35,1194.04,4919680.0
19971106,1198.66,1203.09,1179.58,1181.12,4281561.0
19971107,1181.78,1195.74,1177.63,1195.14,3627501.0
19971110,1199.37,1202.58,1178.63,1185.78,3996574.0
19971111,1183.42,1187.74,1168.48,1186.63,2996537.0
19971112,1190.01,1193.53,1171.56,1174.19,2949103.0
19971113,1169.7,1185.28,1157.29,1185.02,2981946.0
19971114,1187.35,1208.84,1181.69,1197.83,3893766.0
19971117,1210.68,1213.23,1190.43,1191.33,2722943.0
19971118,1190.26,1193.31,1182.61,1183.35,2563705.0
19971119,1185.1,1191.96,1175.78,1181.63,2656860.0
19971120,1182.74,1189.5,1169.1,1172.43,3245751.0
19971121,1168.97,1169.11,1152.01,1158.56,2927301.0
19971124,1150.42,1150.56,1122.94,1124.94,2966754.0
19971125,1120.86,1131.13,1114.14,1125.53,3584243.0
19971126,1126.6,1143.82,1124.48,1143.82,2347278.0
19971127,1141.77,1141.97,1120.52,1122.52,2512619.0
19971128,1117.57,1139.64,1114.43,1139.63,2657870.0
19971201,1137.59,1139.29,1130.45,1133.09,2312875.0
19971202,1133.59,1139.6,1128.5,1130.17,1875374.0
19971203,1129.78,1130.32,1121.59,1122.55,1917993.0
19971204,1121.8,1137.01,1119.2,1135.87,2290658.0
19971205,1139.48,1144.22,1134.93,1136.2,2396652.0
19971208,1140.55,1143.08,1136.58,1139.36,2096403.0
19971209,1139.81,1148.17,1137.32,1148.17,2146267.0
19971210,1150.48,1158.99,1149.33,1157.84,2368716.0
19971211,1159.05,1159.75,1145.55,1159.17,2317636.0
19971212,1160.22,1165.81,1153.43,1153.84,2571101.0
19971215,1155.72,1168.06,1155.6,1168.03,3166176.0
19971216,1170.46,1174.81,1165.6,1174.8,3339194.0
19971217,1169.64,1169.74,1145.89,1146.52,3323458.0
19971218,1142.1,1159.11,1138.4,1154.17,3049009.0
19971219,1154.7,1161.88,1151.14,1160.77,3244670.0
19971222,1162.68,1169.03,1153.44,1169.01,4233415.0
19971223,1171.9,1176.92,1165.06,1171.25,3313634.0
19971224,1171.74,1173.54,1164.86,1169.66,3178988.0
19971225,1170.56,1181.48,1169.99,1181.28,3598401.0
19971226,1187.75,1194.24,1186.53,1191.92,4192918.0
19971229,1196.3,1198.97,1185.66,1186.61,3670210.0
19971230,1186.14,1193.62,1179.56,1181.14,2792940.0
19971231,1182.25,1195.05,1182.25,1194.1,3093250.0
19980105,1200.95,1220.5,1200.22,1220.47,4371532.0
19980106,1223.73,1233.64,1215.41,1233.62,5148664.0
19980107,1233.96,1244.1,1231.15,1244.07,5756557.0
19980108,1243.12,1250.01,1235.89,1237.16,4069472.0
19980109,1233.7,1245.0,1221.3,1239.9,5357096.0
19980112,1242.21,1246.65,1226.4,1226.97,5739689.0
19980113,1211.88,1211.88,1110.09,1167.65,7194435.0
19980114,1170.35,1203.25,1170.32,1202.22,5703801.0
19980115,1210.42,1217.86,1196.15,1215.43,5539255.0
19980116,1215.82,1220.97,1207.92,1213.96,4120326.0
19980119,1215.41,1216.99,1205.48,1213.13,3262038.0
19980120,1211.28,1215.57,1195.38,1203.72,3129378.0
19980121,1201.99,1209.69,1198.23,1200.2,3032972.0
19980122,1200.52,1207.45,1194.38,1204.43,4361254.0
19980123,1206.5,1224.12,1206.45,1222.91,3580684.0
19980209,1258.0,1262.62,1244.43,1248.04,4358584.0
19980210,1248.6,1248.6,1233.7,1236.51,5324563.0
19980211,1234.18,1251.45,1233.53,1250.24,4815520.0
19980212,1253.39,1254.41,1242.0,1246.3,4749077.0
19980213,1246.73,1251.91,1241.82,1245.91,4097735.0
19980216,1246.8,1247.97,1230.92,1236.24,4615358.0
19980217,1234.84,1240.58,1228.11,1238.5,3525859.0
19980218,1239.63,1240.18,1225.5,1229.83,4614067.0
19980219,1229.81,1235.49,1223.93,1232.58,3300714.0
19980220,1234.6,1237.92,1224.58,1226.02,3159234.0
19980223,1217.86,1217.86,1195.89,1208.6,3807533.0
19980224,1206.93,1216.35,1206.09,1208.22,3526684.0
19980225,1208.52,1209.49,1191.75,1194.67,3428467.0
19980226,1193.0,1206.67,1189.52,1206.67,3147775.0
19980227,1209.44,1213.73,1202.87,1206.53,3582150.0
19980302,1196.74,1205.75,1182.61,1188.31,4843155.0
19980303,1186.52,1201.8,1185.3,1201.79,3561297.0
19980304,1204.95,1214.0,1201.25,1213.25,3595148.0
19980305,1217.85,1219.28,1206.37,1207.54,3223419.0
19980306,1208.75,1208.98,1202.12,1206.45,3085020.0
19980309,1207.96,1208.62,1197.57,1200.83,3091094.0
19980310,1199.63,1205.83,1186.55,1199.83,2980644.0
19980311,1201.26,1210.53,1187.44,1190.04,3655966.0
19980312,1187.54,1188.28,1175.55,1178.97,2504100.0
19980313,1177.82,1184.96,1176.01,1184.96,2331528.0
19980316,1186.19,1188.62,1179.44,1188.48,3018911.0
19980317,1193.67,1202.84,1193.24,1202.84,3733760.0
19980318,1204.1,1204.74,1191.91,1193.91,3622608.0
19980319,1192.4,1195.83,1184.87,1188.72,3359438.0
19980320,1188.6,1192.32,1183.25,1187.5,2789824.0
19980323,1186.56,1186.86,1178.04,1179.87,3610322.0
