日期,开盘价,最高价,最低价,收盘价,成交量
19910102,127.61,128.84,127.61,128.84,91.0
19910103,128.84,130.14,128.84,130.14,141.0
19910104,131.27,131.44,130.14,131.44,420.0
19910107,131.99,132.06,131.45,132.06,217.0
19910108,132.62,132.68,132.06,132.68,2926.0
19910109,133.3,133.34,132.68,133.34,5603.0
19910110,133.93,133.97,133.34,133.97,9990.0
19910111,134.61,134.61,134.51,134.6,13327.0
19910114,134.11,135.19,134.11,134.67,12530.0
19910115,134.21,134.74,134.19,134.74,1446.0
19910116,134.19,134.74,134.14,134.24,509.0
19910117,133.67,134.25,133.65,134.25,658.0
19910118,133.7,134.25,133.67,134.24,3004.0
19910121,133.7,134.24,133.66,134.24,2051.0
19910122,133.72,134.24,133.66,133.72,354.0
19910123,133.17,133.72,133.14,133.17,1095.0
19910124,132.61,133.17,132.57,132.61,1857.0
19910125,132.05,132.07,132.03,132.05,3447.0
19910128,131.46,131.55,131.46,131.46,5107.0
19910129,130.95,130.97,130.95,130.95,1387.0
19910130,130.44,130.95,130.41,130.44,527.0
19910131,129.93,130.46,129.93,129.97,510.0
19910201,129.5,129.97,129.45,129.51,345.0
19910204,129.05,129.58,129.05,129.05,553.0
19910205,128.56,128.58,128.53,128.58,8562.0
19910206,129.13,129.15,128.06,129.14,6641.0
19910207,129.74,129.79,129.14,129.79,2133.0
19910208,130.36,130.39,129.79,130.38,1234.0
19910211,130.92,130.97,130.39,130.97,9317.0
19910212,131.54,131.56,130.97,131.35,3774.0
19910213,131.93,131.93,131.35,131.92,1152.0
19910214,132.53,132.53,132.3,132.53,3624.0
19910219,133.12,133.14,133.08,133.13,1748.0
19910220,133.63,133.67,133.13,133.67,876.0
19910221,134.24,134.28,133.67,134.28,3220.0
19910222,134.85,134.87,134.28,134.87,3427.0
19910225,134.37,134.87,134.33,134.4,810.0
19910226,133.9,134.44,133.9,133.93,1094.0
19910227,133.44,133.98,133.44,133.47,214.0
19910228,132.99,133.52,132.98,133.01,2258.0
19910301,132.53,132.53,132.47,132.53,7124.0
19910304,132.09,132.09,131.98,131.99,2518.0
19910305,131.42,131.99,131.41,131.46,982.0
19910306,130.89,130.95,130.89,130.94,719.0
19910307,130.41,130.94,130.41,130.41,568.0
19910308,129.84,130.41,129.84,129.89,933.0
19910311,129.3,129.89,129.3,129.31,514.0
19910312,128.73,129.31,128.73,128.77,957.0
19910313,126.13,128.77,126.13,126.15,498.0
19910314,125.61,126.15,125.61,125.63,326.0
19910315,125.08,125.62,125.08,125.17,790.0
19910318,124.7,125.17,124.69,124.71,1250.0
19910319,124.23,124.71,124.22,124.22,892.0
19910320,123.66,124.21,123.63,123.66,678.0
19910321,123.14,123.66,123.12,123.12,151.0
19910322,122.62,123.12,122.62,122.62,207.0
19910325,122.12,122.62,122.1,122.12,443.0
19910326,121.62,122.14,121.62,121.62,1164.0
19910327,121.12,121.64,121.12,121.12,668.0
19910328,120.65,121.15,120.61,120.61,961.0
19910329,120.16,120.61,120.11,120.19,2185.0
19910401,120.69,120.73,119.68,120.73,11999.0
19910402,121.21,121.29,120.73,121.21,816.0
19910403,121.71,121.71,121.21,121.71,2063.0
19910404,122.2,122.2,121.24,121.72,10517.0
19910405,121.07,121.73,121.03,121.54,11589.0
19910408,121.11,121.11,121.05,121.09,1862.0
19910409,120.6,121.1,120.6,120.62,320.0
19910410,120.15,120.62,120.09,120.16,466.0
19910411,119.64,120.16,119.62,119.64,239.0
19910412,119.2,119.65,119.15,119.21,399.0
19910415,118.73,119.22,118.72,118.77,301.0
19910416,118.36,118.77,118.34,118.34,105.0
19910417,117.92,118.34,117.89,117.9,201.0
19910418,117.45,117.93,117.45,117.45,178.0
19910419,117.08,117.5,117.05,117.08,646.0
19910422,116.63,117.08,116.58,116.63,430.0
19910423,116.21,116.63,116.15,116.19,282.0
19910424,115.7,116.19,115.7,115.79,148.0
19910425,115.38,115.79,115.33,115.36,1495.0
19910426,116.31,116.31,114.52,115.56,13354.0
19910429,114.86,116.29,114.75,114.75,8411.0
19910430,113.89,114.87,113.89,113.94,4850.0
19910502,113.04,113.2,113.03,113.16,1465.0
19910503,112.46,113.17,112.3,112.41,4230.0
19910506,111.65,112.41,111.57,111.61,2764.0
19910507,110.8,110.9,110.8,110.82,1875.0
19910508,110.16,110.82,110.0,110.03,423.0
19910509,109.36,110.12,109.29,109.29,2266.0
19910510,108.61,109.4,108.53,108.53,249.0
19910513,107.88,107.88,107.74,107.84,235.0
19910514,107.21,107.84,107.06,107.19,267.0
19910515,106.56,106.6,106.42,106.57,390.0
19910516,105.83,105.86,105.69,105.77,3108.0
19910517,105.12,106.75,104.96,106.75,20192.0
19910520,107.76,107.82,106.71,107.82,863.0
19910521,108.89,108.89,108.62,108.81,771.0
19910522,109.71,109.82,108.11,108.25,18677.0
19910523,107.52,109.16,107.35,109.08,5609.0
19910524,110.07,110.08,109.82,110.08,1024.0
19910527,111.05,111.07,109.47,110.66,8619.0
19910528,111.61,111.68,111.36,111.68,1630.0
19910529,112.75,112.75,111.67,112.75,530.0
19910530,113.74,113.82,112.77,113.82,388.0
19910531,114.83,114.83,113.84,114.83,1211.0
19910603,115.9,115.97,114.89,115.97,954.0
19910604,117.12,117.12,116.83,117.12,3603.0
19910605,118.17,118.17,117.14,118.17,308.0
19910606,119.26,119.35,118.17,119.35,266.0
19910607,120.46,120.47,119.35,120.47,100.0
19910610,121.65,121.67,120.47,121.67,400.0
19910611,122.89,122.89,121.67,122.89,543.0
19910612,123.9,124.11,122.89,124.11,1372.0
19910613,125.33,125.34,123.65,125.34,20868.0
19910614,124.47,126.34,124.47,124.53,6633.0
19910617,125.63,125.77,123.54,125.77,6933.0
19910618,127.03,127.03,126.67,127.03,2030.0
19910619,128.12,128.29,127.03,128.29,1481.0
19910620,129.55,129.57,129.21,129.57,2299.0
19910621,130.72,130.86,128.81,130.86,13613.0
19910624,132.1,132.17,131.8,132.17,1960.0
19910625,133.48,133.49,132.17,133.49,1624.0
19910626,134.83,134.83,133.49,134.83,3409.0
19910627,136.04,136.19,134.83,136.19,4497.0
19910628,137.41,137.56,136.19,137.56,4935.0
19910701,136.64,138.62,136.56,136.85,22940.0
19910702,135.91,135.96,135.69,135.96,2838.0
19910703,135.28,135.96,134.98,135.27,2715.0
19910704,136.63,136.63,134.19,136.63,13394.0
19910705,136.01,137.68,135.9,135.96,14540.0
19910708,135.26,135.28,134.93,135.28,5874.0
19910709,136.56,136.57,134.31,134.64,8442.0
19910710,134.4,135.6,133.72,133.99,6023.0
19910711,133.22,133.99,133.13,133.38,5073.0
19910712,132.8,133.38,132.42,132.8,3144.0
19910715,133.9,134.1,131.87,133.14,11938.0
19910716,134.39,134.47,133.14,134.47,2796.0
19910717,135.81,135.81,135.39,135.81,660.0
19910718,137.17,137.17,135.81,137.17,847.0
19910719,137.66,138.54,136.66,136.7,10823.0
19910722,138.07,138.07,136.7,138.07,2764.0
19910723,139.35,139.39,138.07,139.39,7241.0
19910724,140.66,140.74,138.69,140.68,5988.0
19910725,140.2,141.01,139.99,140.19,8390.0
19910726,140.11,141.46,139.27,140.66,9279.0
19910729,141.22,141.72,140.81,141.52,4771.0
19910730,142.39,142.45,141.39,142.39,5601.0
19910731,143.72,143.8,142.39,143.8,4051.0
19910801,145.12,145.24,143.8,145.24,4731.0
19910802,146.49,146.68,145.44,146.68,11744.0
19910805,148.06,148.15,146.68,148.15,5126.0
19910806,149.62,149.62,148.15,149.62,2001.0
19910807,150.93,151.12,149.62,151.12,1107.0
19910808,152.57,152.61,151.12,152.61,1951.0
19910809,153.9,154.1,152.61,154.1,3715.0
19910812,155.34,155.54,154.1,155.54,3919.0
19910813,156.87,157.07,155.54,157.07,20039.0
19910814,158.3,158.63,158.11,158.63,5480.0
19910815,159.92,160.21,158.63,160.21,1537.0
19910816,161.56,161.6,160.21,161.6,984.0
19910819,163.21,163.21,161.6,163.21,985.0
19910820,164.74,164.84,163.21,164.84,573.0
19910821,166.49,166.49,164.84,166.49,3411.0
19910822,167.81,168.16,166.49,168.16,1296.0
19910823,169.81,169.81,168.16,169.81,605.0
19910826,171.51,171.51,169.81,171.51,643.0
19910827,173.06,173.19,171.51,173.19,796.0
19910828,174.82,174.92,173.19,174.92,804.0
19910829,176.53,176.66,174.92,176.66,2608.0
19910830,178.2,178.43,176.66,178.43,6759.0
19910902,180.08,180.22,178.43,180.22,1408.0
19910903,181.71,181.97,180.22,181.97,1475.0
19910904,183.66,183.69,181.97,183.69,650.0
19910905,185.48,185.51,183.69,185.51,1514.0
19910906,187.09,187.36,185.51,187.36,2765.0
19910909,189.1,189.24,187.36,189.24,3552.0
19910910,190.98,190.98,188.19,188.33,33434.0
19910911,187.29,187.29,186.86,187.22,21392.0
19910912,186.22,187.4,186.07,186.22,19699.0
19910913,188.0,188.04,185.01,187.79,37434.0
19910916,189.55,189.66,187.79,189.66,9933.0
19910917,191.16,191.18,188.28,188.65,28829.0
19910918,187.26,188.59,187.18,187.63,15822.0
19910919,187.65,189.21,186.49,186.88,23439.0
19910920,185.77,187.21,185.66,185.92,12075.0
19910923,185.0,185.92,184.71,185.0,4034.0
19910924,183.96,185.04,183.69,184.08,1426.0
19910925,182.8,184.08,182.8,183.19,1389.0
19910926,182.21,183.19,181.93,182.33,6541.0
19910927,183.12,183.89,181.19,181.82,33728.0
19910930,180.28,181.95,180.27,180.92,25594.0
19911003,181.55,182.48,179.8,182.48,18741.0
19911004,184.29,184.29,183.59,184.29,7360.0
19911007,185.95,186.0,185.41,186.0,11369.0
19911008,187.59,187.61,186.0,187.49,23745.0
19911009,188.49,189.12,186.31,189.12,20989.0
19911010,190.71,191.01,189.12,191.01,6638.0
19911011,192.84,192.88,191.01,192.85,10981.0
19911014,194.06,194.69,192.32,194.67,21493.0
19911015,196.58,196.61,194.67,196.61,11002.0
19911016,198.51,198.57,196.61,198.57,9562.0
19911017,200.5,200.51,198.57,200.51,6077.0
19911018,202.5,202.51,200.51,202.51,2968.0
19911021,204.53,204.53,202.51,204.53,3537.0
19911022,206.06,206.53,204.53,206.53,2128.0
19911023,208.06,208.25,206.53,208.25,2623.0
19911024,210.2,210.2,208.25,210.07,19357.0
19911025,210.34,211.97,209.71,211.86,32650.0
19911028,213.5,213.98,211.86,213.98,3217.0
19911029,215.63,215.78,213.98,215.78,2697.0
19911030,216.37,216.43,215.78,216.43,2380.0
19911031,218.59,218.6,216.43,218.6,3929.0
19911101,220.71,220.72,218.6,220.72,5906.0
19911104,222.77,222.77,220.79,222.77,4474.0
19911105,224.44,224.65,222.77,224.65,2805.0
19911106,226.83,226.88,224.65,226.88,2848.0
19911107,228.93,228.93,226.88,228.93,4833.0
19911108,230.99,231.22,228.93,231.22,14406.0
19911111,233.48,233.55,231.22,233.55,2474.0
19911112,235.75,235.8,233.55,235.8,895.0
19911113,236.51,236.67,235.8,236.67,799.0
19911114,237.39,237.45,236.67,237.45,862.0
19911115,238.25,238.25,237.45,238.25,2058.0
19911118,240.04,240.62,238.25,240.62,1885.0
19911119,242.24,242.24,240.62,242.24,2310.0
19911120,244.5,244.5,242.24,244.5,2325.0
19911121,246.26,246.31,244.5,246.31,2155.0
19911122,248.24,248.53,246.31,248.53,2133.0
19911125,250.84,250.85,248.53,250.85,2331.0
19911126,252.9,252.97,250.85,252.97,2454.0
19911127,255.27,255.45,252.97,255.45,2120.0
19911128,257.28,257.35,255.45,257.35,2502.0
19911129,259.68,259.85,257.35,259.6,33695.0
19911202,261.78,262.19,259.67,262.19,19128.0
19911203,264.64,264.81,262.19,264.81,1101.0
19911204,265.53,265.77,264.81,265.77,742.0
19911205,266.48,266.66,265.77,266.66,2050.0
19911206,269.34,269.35,266.66,269.35,1613.0
19911209,270.27,270.27,269.35,270.27,1631.0
19911210,270.27,272.91,270.27,272.91,516.0
19911211,273.53,273.71,272.91,273.71,669.0
19911212,274.41,274.41,273.71,274.41,1577.0
19911213,276.81,277.0,274.41,277.0,746.0
19911216,277.53,277.85,277.0,277.85,580.0
19911217,278.67,278.68,277.85,278.68,493.0
19911218,279.32,279.51,278.68,279.51,760.0
19911219,279.98,280.17,279.51,280.17,1094.0
19911220,282.83,282.83,280.63,282.83,4393.0
19911223,285.65,285.65,282.83,285.65,1046.0
19911224,285.74,286.22,285.65,286.22,486.0
19911225,287.09,287.15,286.22,287.15,573.0
19911226,288.03,288.03,287.15,288.03,1168.0
19911227,290.65,290.85,288.03,290.85,1551.0
19911230,291.71,291.71,290.85,291.71,1165.0
19911231,292.48,292.75,291.71,292.75,584.0
19920102,293.74,293.75,292.76,293.75,928.0
19920103,296.24,296.52,293.75,296.52,1436.0
19920106,297.68,297.68,296.52,297.68,3400.0
19920107,298.54,298.77,297.68,298.77,892.0
19920108,299.65,299.66,298.77,299.66,659.0
19920109,300.61,300.62,299.66,300.62,943.0
19920110,301.82,301.83,300.62,301.83,1605.0
19920113,302.83,303.06,302.0,303.06,725.0
19920114,304.77,305.74,303.06,305.74,632.0
19920115,306.62,306.63,305.74,306.63,259.0
19920116,306.85,306.85,306.63,306.85,378.0
19920117,307.37,307.38,306.85,307.38,250.0
19920120,307.38,307.39,307.38,307.39,445.0
19920121,307.87,307.87,307.39,307.87,534.0
19920122,307.95,307.95,307.87,307.95,312.0
19920123,308.53,308.53,307.95,308.53,413.0
19920124,309.05,309.05,308.53,309.05,722.0
19920127,311.6,311.61,309.05,311.61,562.0
19920128,311.67,311.84,311.61,311.84,664.0
19920129,312.41,312.58,311.84,312.42,401.0
19920130,312.73,312.73,312.42,312.73,391.0
19920131,313.24,313.24,312.73,313.24,354.0
19920203,314.18,314.18,313.24,314.18,305.0
19920207,314.72,314.72,314.18,314.72,327.0
19920210,315.55,315.56,314.72,315.56,354.0
19920211,316.12,316.43,315.56,316.43,296.0
19920212,316.43,316.44,316.43,316.44,270.0
19920213,317.24,317.57,317.04,317.04,1020.0
19920214,319.45,319.68,317.04,319.68,457.0
19920217,319.77,319.77,319.68,319.77,6369.0
19920218,338.98,339.16,319.77,337.11,7407.0
19920219,340.5,342.41,337.11,342.41,9401.0
19920220,345.22,348.01,342.41,347.99,10341.0
19920221,358.91,359.93,347.99,359.59,11582.0
19920224,361.11,361.62,359.59,360.5,30157.0
19920225,359.66,361.29,357.07,360.37,4862.0
19920226,359.85,360.76,359.27,360.1,5753.0
19920227,361.0,363.03,360.1,362.45,9524.0
19920228,364.15,364.67,362.45,364.66,9862.0
19920302,365.15,365.39,364.66,365.39,3405.0
19920303,366.79,367.25,365.39,367.0,2989.0
19920304,367.56,368.32,366.95,368.32,5614.0
19920305,369.31,369.88,368.11,369.76,8360.0
19920306,370.79,371.76,369.76,371.76,5237.0
19920309,372.26,374.06,371.88,373.53,20968.0
19920310,374.48,375.23,373.53,375.23,5011.0
19920311,375.87,376.25,374.98,376.14,4001.0
19920312,377.55,377.57,376.14,376.92,10326.0
19920313,376.58,377.19,376.38,376.38,2527.0
19920316,377.0,377.42,376.38,377.05,2646.0
19920317,377.5,377.84,377.03,377.49,890.0
19920318,377.94,378.32,377.49,377.66,4028.0
19920319,377.26,377.96,376.21,377.31,13628.0
19920320,377.91,378.03,377.31,377.99,3160.0
19920323,378.61,379.04,377.45,378.89,10290.0
19920324,378.53,379.5,378.05,378.69,4378.0
19920325,378.33,379.02,378.12,378.12,11820.0
19920326,379.29,379.34,377.64,379.13,10225.0
19920327,379.65,380.79,379.13,380.77,1892.0
19920330,381.54,381.56,380.76,381.44,12655.0
19920331,381.87,382.06,381.24,381.24,17391.0
19920401,381.55,381.85,381.01,381.01,4065.0
19920402,381.47,381.58,381.01,381.12,1673.0
19920403,381.44,381.57,381.12,381.33,1700.0
19920406,381.97,382.08,381.33,381.47,5298.0
19920407,381.95,382.1,381.47,381.93,10613.0
19920408,382.53,382.59,381.92,382.43,1866.0
19920409,381.93,382.88,381.65,381.65,3168.0
19920410,381.52,382.04,381.2,382.03,7066.0
19920413,387.27,392.28,382.03,391.11,20593.0
19920414,393.1,400.61,391.1,400.61,9415.0
19920415,400.35,406.72,398.23,406.72,10566.0
19920416,404.07,410.61,403.52,410.55,39211.0
19920417,408.56,414.42,406.19,414.42,15678.0
19920420,417.19,420.99,413.64,413.85,10170.0
19920421,417.99,421.55,402.89,410.06,51257.0
19920422,400.12,410.06,399.87,399.88,50596.0
19920423,407.13,408.86,394.6,407.25,54718.0
19920424,405.88,415.05,397.74,414.4,34706.0
19920427,422.45,424.92,413.47,424.58,37257.0
19920428,434.9,436.31,424.58,436.09,42392.0
19920429,445.25,446.12,436.09,444.16,52899.0
19920430,435.73,448.94,433.66,445.38,45704.0
19920504,454.86,456.24,445.38,453.62,64362.0
19920505,447.42,455.36,439.96,449.21,49359.0
19920506,449.78,454.08,446.39,449.96,33687.0
19920507,452.86,457.05,449.55,454.65,34414.0
19920508,461.05,468.42,454.65,468.11,48634.0
19920511,483.29,491.5,468.11,491.5,30950.0
19920512,502.8,506.68,491.5,506.53,33278.0
19920513,505.27,517.86,499.4,514.04,33897.0
19920514,514.48,523.5,511.91,523.36,33010.0
19920515,529.39,544.56,523.36,544.35,63283.0
19920518,560.09,571.85,544.35,571.82,29992.0
19920519,590.41,598.11,571.82,598.11,47790.0
19920520,617.28,623.88,598.11,616.99,65646.0
19920521,1260.32,1334.98,604.01,1266.49,89657.0
19920522,1306.37,1349.71,1262.44,1339.99,93725.0
19920525,1411.98,1428.79,1339.99,1421.57,88969.0
19920526,1332.39,1429.01,1291.0,1301.35,68128.0
19920527,1250.56,1285.61,823.36,1193.17,64528.0
19920528,1123.04,1184.18,1114.94,1160.17,48389.0
19920529,1243.65,1253.37,1154.01,1234.71,51615.0
19920601,1175.69,1249.58,1129.28,1183.24,39394.0
19920602,1155.88,1184.28,1138.58,1141.02,34033.0
19920603,1075.9,1141.02,1033.47,1059.07,41002.0
19920604,1087.49,1118.93,1050.45,1104.46,43184.0
19920605,1125.01,1143.07,1099.91,1105.76,44007.0
19920608,1092.07,1121.41,1085.19,1093.46,28747.0
19920609,1116.92,1144.39,1079.65,1126.62,35100.0
19920610,1199.23,1206.51,1134.73,1187.02,58732.0
19920611,1179.28,1188.68,1172.09,1178.3,34897.0
19920612,1164.12,1178.3,1153.97,1171.71,47202.0
19920615,1174.41,1181.86,1152.69,1171.85,37747.0
19920616,1171.75,1171.75,1135.61,1166.7,35158.0
19920617,1171.29,1186.59,1166.26,1169.57,34755.0
19920618,1167.16,1172.86,1158.32,1168.43,29101.0
19920619,1169.97,1171.94,1161.8,1171.94,25146.0
19920622,1173.68,1180.21,1165.74,1169.9,27924.0
19920623,1162.83,1172.46,1154.62,1158.17,19490.0
19920624,1150.89,1158.17,1144.46,1151.06,16975.0
19920625,1153.48,1160.23,1148.02,1160.23,19846.0
19920626,1164.29,1207.82,1160.23,1164.67,29061.0
19920629,1168.89,1173.49,1156.68,1169.51,53610.0
19920630,1186.62,1193.16,1169.51,1191.19,58976.0
19920701,1199.54,1215.13,1182.05,1194.18,58330.0
19920702,1187.3,1198.66,1179.86,1187.48,46512.0
19920703,1189.09,1193.39,1183.96,1189.16,75245.0
19920706,1197.76,1215.24,1190.27,1201.01,63782.0
19920707,1201.01,1206.91,1195.81,1206.46,68826.0
19920708,1192.37,1211.27,1182.72,1185.5,68043.0
19920709,1172.44,1187.18,1168.78,1178.53,53216.0
19920710,1175.14,1192.98,1166.45,1188.62,58149.0
19920713,1156.83,1198.9,1131.21,1136.33,51595.0
19920714,1124.65,1139.96,1110.19,1114.05,44462.0
19920715,1107.18,1135.57,1100.16,1107.69,44812.0
19920716,1114.13,1214.83,1108.23,1124.64,50464.0
19920717,1121.49,1134.32,1116.14,1125.56,62671.0
19920720,1100.6,1126.96,1094.81,1098.82,31699.0
19920721,1087.61,1096.49,1079.75,1082.39,35912.0
19920722,1059.22,1081.81,1034.91,1035.66,47347.0
19920723,1020.07,1033.75,961.61,1014.57,77014.0
19920724,1165.89,1178.9,1014.08,1142.02,57155.0
19920727,1169.42,1178.81,1108.05,1149.33,59560.0
19920728,1126.88,1148.63,1102.02,1105.95,78387.0
19920729,1078.31,1108.06,1047.03,1087.12,68987.0
19920730,1067.45,1087.36,1043.79,1057.4,99108.0
19920731,1045.67,1052.07,1032.54,1052.07,87149.0
19920803,1034.7,1060.36,1026.83,1031.55,60103.0
19920804,1018.3,1036.33,1016.16,1035.63,52472.0
19920805,1015.76,1038.3,1011.66,1012.55,61146.0
19920806,988.38,1010.76,983.22,1002.17,72555.0
19920807,1003.22,1006.11,995.71,1005.23,78256.0
19920810,992.73,1006.64,956.55,964.09,81781.0
19920811,926.81,961.61,797.6,863.41,106999.0
19920812,675.0,843.3,627.36,781.21,144831.0
19920813,797.17,890.06,745.62,850.94,115594.0
19920814,857.1,900.51,818.12,858.38,104407.0
19920817,898.66,940.76,858.38,939.46,113357.0
19920818,954.89,999.69,921.98,933.44,148494.0
19920819,920.66,951.16,888.23,939.51,75952.0
19920820,930.7,946.73,918.65,932.32,160565.0
19920821,916.99,938.37,912.89,916.25,170567.0
19920824,888.95,920.85,881.33,884.1,99347.0
19920825,868.1,887.49,848.05,849.57,84662.0
19920826,841.42,877.25,827.36,877.25,126153.0
19920827,874.75,880.02,861.64,863.77,54258.0
19920828,851.6,866.98,825.01,848.2,74884.0
19920831,833.5,848.4,823.02,823.27,54296.0
19920901,826.96,832.84,807.37,824.96,78694.0
19920902,803.83,826.68,783.96,787.67,93924.0
19920903,749.22,781.33,742.74,764.11,163730.0
19920904,759.54,776.18,749.46,753.58,98772.0
19920907,745.69,788.15,700.79,702.83,87105.0
19920908,653.36,702.83,595.42,640.12,100634.0
19920909,613.44,643.77,608.06,635.74,111908.0
19920910,643.21,695.18,622.01,692.78,113109.0
19920911,773.22,789.18,719.39,776.29,117294.0
19920914,762.82,793.36,714.93,734.98,137270.0
19920915,727.11,751.22,694.32,738.16,119373.0
19920916,762.29,776.68,738.16,769.04,143926.0
19920917,770.65,779.56,751.08,761.72,94181.0
19920918,715.89,761.72,715.89,754.4,61707.0
19920921,740.97,760.13,730.3,733.44,81728.0
19920922,730.71,736.9,716.23,722.7,69552.0
19920923,719.41,725.59,708.5,712.37,65590.0
19920924,720.51,735.49,709.63,730.57,77787.0
19920925,730.28,735.75,723.56,729.79,76536.0
19920928,724.45,729.79,721.19,724.7,42557.0
19920929,719.99,728.42,707.82,710.63,64830.0
19920930,703.63,710.63,698.91,702.32,89778.0
19921005,676.47,702.32,668.9,679.62,94116.0
19921006,682.92,692.62,664.27,674.24,71613.0
19921007,676.56,676.84,664.43,665.26,53830.0
19921008,648.96,671.67,640.22,643.69,84532.0
19921009,664.44,668.73,643.68,660.29,93947.0
19921012,687.45,713.77,661.99,690.57,110752.0
19921013,694.1,701.3,669.56,673.99,112238.0
19921014,661.07,673.94,648.84,663.75,105525.0
19921015,654.33,667.0,650.92,663.53,75758.0
19921016,664.0,668.57,661.2,664.75,68851.0
19921019,643.8,667.46,632.4,632.4,81039.0
19921020,634.43,663.65,604.5,616.29,94609.0
19921021,597.15,616.29,577.23,585.7,91927.0
19921022,557.03,584.91,535.79,539.8,138728.0
19921023,534.41,577.52,524.07,559.73,114981.0
19921026,539.5,561.5,504.81,506.94,125657.0
19921027,465.75,506.28,448.28,450.28,141388.0
19921028,466.73,470.98,447.93,463.21,116311.0
19921029,468.72,484.51,455.22,484.25,124059.0
19921030,494.66,507.25,484.45,507.25,146510.0
19921102,471.18,508.81,465.55,477.61,126226.0
19921103,481.34,487.07,465.6,479.81,125543.0
19921104,474.82,481.6,465.09,469.9,128590.0
19921105,460.96,470.89,457.03,462.63,95464.0
19921106,460.54,468.59,455.73,457.05,73791.0
19921109,439.81,459.04,424.68,428.61,95622.0
19921110,404.49,428.34,391.17,400.53,124661.0
19921111,402.79,410.16,388.32,410.16,104914.0
19921112,408.42,416.22,402.33,415.79,121120.0
19921113,418.49,421.67,413.3,414.09,116763.0
19921116,402.02,415.64,397.63,399.32,107074.0
19921117,390.09,399.08,386.85,393.52,100762.0
19921118,400.01,407.61,389.59,407.61,93285.0
19921119,409.61,412.23,395.16,398.95,115030.0
19921120,394.9,401.44,394.31,401.44,86477.0
19921123,404.05,410.57,401.82,410.39,133314.0
19921124,414.84,448.44,410.81,440.04,175095.0
19921125,485.16,571.63,441.54,571.63,302928.0
19921126,674.74,752.32,562.01,562.01,387633.0
19921127,593.68,682.4,490.54,637.67,266915.0
19921130,682.08,727.13,637.67,724.6,370655.0
19921201,718.99,749.89,713.85,716.74,215404.0
19921202,694.88,722.2,690.63,722.2,181421.0
19921203,760.65,826.06,739.03,808.2,301014.0
19921204,833.23,841.02,807.02,807.02,305753.0
19921207,765.87,803.12,757.34,793.25,250742.0
19921208,796.63,811.57,743.9,753.94,433660.0
19921209,737.94,752.89,661.66,676.45,276204.0
19921210,668.46,693.41,592.78,625.23,227439.0
19921211,664.61,735.62,628.91,722.28,307490.0
19921214,741.06,748.19,668.07,705.07,188141.0
19921215,699.83,713.9,682.24,682.24,141703.0
19921216,671.45,690.25,663.17,685.82,121331.0
19921217,689.14,707.82,685.65,707.82,116802.0
19921218,715.72,721.26,690.45,698.13,102336.0
19921221,709.87,731.68,697.7,731.68,277037.0
19921222,731.58,731.9,724.74,725.78,183322.0
19921223,723.84,736.27,721.44,732.05,113159.0
19921224,731.55,758.59,731.31,758.59,166752.0
19921225,768.68,781.36,761.89,764.28,261687.0
19921228,764.43,772.29,756.89,757.31,152167.0
19921229,759.54,769.61,754.54,768.91,149864.0
19921230,775.07,777.43,767.07,767.52,152735.0
19921231,765.86,784.03,765.41,780.39,135511.0
19930104,784.13,816.64,777.16,814.04,183850.0
19930105,813.34,859.19,813.34,858.72,340098.0
19930106,881.0,883.42,843.16,847.44,402871.0
19930107,855.8,868.97,849.53,868.97,268447.0
19930108,882.57,893.86,878.33,889.47,373432.0
19930111,913.44,977.42,901.47,977.42,638851.0
19930112,1001.93,1028.43,982.15,987.26,624399.0
19930113,996.41,1024.05,973.3,1024.05,395307.0
19930114,1053.91,1088.6,1036.03,1086.43,638404.0
19930115,1083.6,1099.83,1054.46,1063.76,466303.0
19930118,1067.98,1078.03,1052.8,1055.32,338369.0
19930119,1053.52,1064.08,991.83,991.83,332610.0
19930120,990.09,1050.11,984.74,1043.31,258376.0
19930121,1051.6,1077.82,1046.18,1074.26,301864.0
19930122,1074.36,1109.59,1073.64,1100.31,325643.0
19930127,1126.37,1162.44,1113.57,1162.44,472632.0
19930128,1182.39,1186.21,1146.9,1150.37,460101.0
19930129,1156.84,1198.48,1140.24,1198.48,520097.0
19930201,1242.35,1278.5,1222.18,1278.5,683441.0
19930202,1292.4,1325.24,1291.99,1310.58,614413.0
19930203,1321.63,1326.19,1265.7,1300.56,560566.0
19930204,1323.13,1371.58,1297.46,1371.58,556916.0
19930205,1371.34,1404.64,1325.85,1332.96,651564.0
19930208,1339.59,1393.34,1334.19,1393.17,622541.0
19930209,1427.33,1483.52,1426.48,1474.92,764792.0
19930210,1500.52,1528.51,1448.07,1454.46,788796.0
19930211,1495.92,1497.01,1364.67,1397.38,731658.0
19930212,1378.2,1458.76,1352.27,1458.76,853779.0
19930215,1544.1,1544.1,1499.1,1536.82,716437.0
19930216,1555.15,1558.95,1504.36,1513.48,493707.0
19930217,1515.25,1533.58,1502.88,1504.0,374017.0
19930218,1503.72,1538.61,1497.79,1508.22,442316.0
19930219,1471.56,1514.46,1441.07,1499.74,504569.0
19930222,1487.84,1527.13,1453.31,1456.29,477999.0
19930223,1420.63,1466.07,1346.15,1367.36,471463.0
19930224,1310.04,1346.48,1196.47,1264.96,720960.0
19930225,1271.2,1421.35,1261.76,1410.36,595583.0
19930226,1436.99,1444.05,1320.89,1339.88,650262.0
19930301,1328.22,1339.1,1199.73,1199.73,425901.0
